Filename,Species,Call_clarity,Song_Call_Alarm,BirdNET_correct,If_BirdNET_incorrect_true_species,Confidence,Reason_for_misidentifcation,Comments
roahaw_23,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_24,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_25,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_26,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_27,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_28,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_29,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_30,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_31,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_32,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_33,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_34,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_35,Roadside Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
roahaw_36,Roadside Hawk,Very Low,Call,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
roahaw_37,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_38,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_39,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_40,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_41,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_42,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_43,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_44,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_45,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_46,Roadside Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
roahaw_47,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_48,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_49,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_50,Roadside Hawk,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
robgro_01,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_02,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_03,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_04,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_05,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_06,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_07,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_08,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_09,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
robgro_10,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_11,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_12,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_13,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_14,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_15,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_16,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_17,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_18,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_19,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_20,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
robgro_21,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_22,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
robgro_23,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_24,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_25,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_26,Rose-breasted Grosbeak,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
robgro_27,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_28,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_29,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_30,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_31,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_32,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_33,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_34,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_35,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_36,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_37,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_38,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_39,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_40,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_41,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_42,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_43,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_44,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_45,Rose-breasted Grosbeak,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
robgro_46,Rose-breasted Grosbeak,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
robgro_47,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_48,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_49,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
robgro_50,Rose-breasted Grosbeak,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
rtlhum_01,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
rtlhum_02,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
rtlhum_03,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_04,Rufous-tailed Hummingbird,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
rtlhum_05,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_06,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_07,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_08,Rufous-tailed Hummingbird,Very Low,Call,??,Maybe a flycatcher,Low,Very low amplitude,The call can be heard if it is amplified.
rtlhum_09,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
rtlhum_10,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_11,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
rtlhum_12,Rufous-tailed Hummingbird,Low,Call,??,??,??,Low amplitude,The call can be heard if it is amplified. I am no sure about this species recording. No parece ser un colibrí.
rtlhum_13,Rufous-tailed Hummingbird,Very Low,Call,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_14,Rufous-tailed Hummingbird,Very Low,Call,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_15,Rufous-tailed Hummingbird,Very Low,Call,??,??,??,Very low amplitude,The call can be heard if it is amplified. No parece ser un colibrí.
rtlhum_16,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_17,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
rtlhum_18,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
rtlhum_19,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_20,Rufous-tailed Hummingbird,Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
rtlhum_21,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_22,Rufous-tailed Hummingbird,Very Low,Song,NO,Sittassomus griseicapillus,High,Very low amplitude,The call can be heard if it is amplified.
rtlhum_23,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
rtlhum_24,Rufous-tailed Hummingbird,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified. También Turdus grayi?
rtlhum_25,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_26,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_27,Rufous-tailed Hummingbird,Very Low,Call,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_28,Rufous-tailed Hummingbird,Very Low,Call,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
rtlhum_29,Rufous-tailed Hummingbird,Very Low,song,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_30,Rufous-tailed Hummingbird,Very Low,Song,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_31,Rufous-tailed Hummingbird,Very Low,Song,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_32,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_33,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_34,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_35,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
rtlhum_36,Rufous-tailed Hummingbird,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
rtlhum_37,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
rtlhum_38,Rufous-tailed Hummingbird,Very Low,Song,??,??,??,??,The call can be heard if it is amplified. No parece un colibrí.
rtlhum_39,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified. También aparece un Catharus.
rtlhum_40,Rufous-tailed Hummingbird,Very Low,Song,Yes,B,Medium,Very low amplitude,The call can be heard if it is amplified. También aparece probablemente un C. modestus
rtlhum_41,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_42,Rufous-tailed Hummingbird,Very Low,??,??,??,??,??,The call can NOT be heard if it is amplified. No se aprecia ninguna vocalización
rtlhum_43,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_44,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_45,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_46,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
rtlhum_47,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rtlhum_48,Rufous-tailed Hummingbird,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
rtlhum_49,Rufous-tailed Hummingbird,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. La mejor corte de la lista de 50
rtlhum_50,Rufous-tailed Hummingbird,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
rubspi2_01,Rufous-breasted Spinetail,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
rubspi2_02,Rufous-breasted Spinetail,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified. Aparece tambien probablemente un Vireo
rubspi2_03,Rufous-breasted Spinetail,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified. Aparece tambien probablemente P. maculipectus
rubspi2_04,Rufous-breasted Spinetail,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
rubspi2_05,Rufous-breasted Spinetail,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. Aparece tambien probablemente P. maculipectus
rubspi2_06,Rufous-breasted Spinetail,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
rubspi2_07,Rufous-breasted Spinetail,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
rubspi2_08,Rufous-breasted Spinetail,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
rubspi2_09,Rufous-breasted Spinetail,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
rubspi2_10,Rufous-breasted Spinetail,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
rubspi2_11,Rufous-breasted Spinetail,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. Probablemente tamibén un Vireo.
rubspi2_12,Rufous-breasted Spinetail,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
rubspi2_13,Rufous-breasted Spinetail,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
